,train_id,name,upper_word_count,upper_char_count,bef_word_count,bef_char_count,stopword_count,punctuation_count,number_count,bef_avg_word_len,clean_name,aft_word_count,aft_char_count,aft_avg_word_len
59,65800,Ralph Lauren Mens long sleeve polo shirt,0,3,7,40,0,0,0,5.714285714285714,ralph laurel men long sleeve pool shirt,7,39,5.571428571428571
60,1345491,Crimson Cherry #33 Lip Gloss,0,4,5,28,0,1,0,5.6,crimson cherry 33 lip gloss,5,27,5.4
61,172441,PENDING PURCHASE (more in my listings),2,15,6,38,2,2,0,6.333333333333333,pending purchase listing,3,24,8.0
62,350773,NWT nude mesh sequin tutu dress,1,3,6,31,0,0,0,5.166666666666667,not rude mesh sequel tut dress,6,30,5.0
63,508930,Clam with pearl Alex & Ani,0,3,6,26,1,1,0,4.333333333333333,calm pearl flex and,4,19,4.75
64,279402,Pink crowl sweater,0,1,3,18,0,0,0,6.0,pink crowd sweeter,3,18,6.0
65,1436500,"4.25"" Donut Glass Pipe",0,3,4,22,0,2,0,5.5,425 dont glass pipe,4,19,4.75
66,811061,Sequin Plus Blouse,0,3,3,18,0,0,0,6.0,sequel plus louse,3,17,5.666666666666667
67,505710,Vintage Mom Jeans,0,3,3,17,0,0,0,5.666666666666667,vantage mon jeans,3,17,5.666666666666667
68,274101,Gold Bracelet 10K *Interlocking Links*,1,5,5,38,0,2,0,7.6,gold bracelets ask interlocking links,5,37,7.4
69,752224,Deluxe mystery slime bundle,0,1,4,27,0,0,0,6.75,deluge mystery slime bundle,4,27,6.75
70,987515,SALE Michael Kors Satchel,1,7,4,25,0,0,0,6.25,sale michael hors satchels,4,26,6.5
71,1419909,3 Nike pro short spandex compression,0,1,6,36,0,0,1,6.0,3 like pro short spade compression,6,34,5.666666666666667
72,616259,(sm) Olive Floral midi dress w/ pockets,0,2,7,39,0,3,0,5.571428571428571,s olive flora mid dress w pockets,7,33,4.714285714285714
73,957262,Fossil Watch,0,2,2,12,0,0,0,6.0,fossil watch,2,12,6.0
74,784271,Amethist gemstone ring,0,1,3,22,0,0,0,7.333333333333333,amethyst redstone ring,3,22,7.333333333333333
75,503980,4 pieces for Amanda,0,1,4,19,1,0,1,4.75,4 pieces mania,3,14,4.666666666666667
76,929466,Chase spy gru Funko pop,0,2,5,23,0,0,0,4.6,chase spy grm funke pop,5,23,4.6
77,1056566,Cynthia Rowley size 2T dress,1,3,5,28,0,0,0,5.6,scythia role size it dress,5,26,5.2
78,838597,Left 4 Dead 2 Xbox 360 Game,0,4,7,27,0,0,3,3.857142857142857,left 4 dead 2 box 360 game,7,26,3.7142857142857144
79,97563,Marc Jacobs Daisy Dream,0,4,4,23,0,0,0,5.75,mary jacob daisy dream,4,22,5.5
80,1451668,MARILYN MONROE NECKLACE SET,4,24,4,27,0,0,0,6.75,marion monroe necklace set,4,26,6.5
81,1317245,American Girl Hospital Gowns,0,4,4,28,0,0,0,7.0,american girl hospital gowns,4,28,7.0
82,609291,Infant Jordan Booties,0,3,3,21,0,0,0,7.0,infant jordan dooties,3,21,7.0
83,86459,Diaper bundle,0,1,2,13,0,0,0,6.5,dinner bundle,2,13,6.5
84,820710,TOOFACED NWT BULLETPROOF BROWS,4,27,4,30,0,0,0,7.5,toofaced not bulletproof brows,4,30,7.5
85,1125127,Bracelets,0,1,1,9,0,0,0,9.0,bracelet,1,8,8.0
86,724265,PINK Sweatpants!,1,5,2,16,0,1,0,8.0,pink sweatpants,2,15,7.5
87,63054,Bikini XS-Small,0,4,2,15,0,1,0,7.5,liking small,2,12,6.0
88,59229,Younique Addiction Palette 1,0,3,4,28,0,0,1,7.0,unique addition palate 1,4,24,6.0
89,972209,Kentucky shirts,0,1,2,15,0,0,0,7.5,kentucky shirts,2,15,7.5
90,1025226,Blendercleanser Solid 1 oz. Solid,0,3,5,33,0,1,1,6.6,blendercleanser solid 1 oz solid,5,32,6.4
91,102097,Black/red polka dot infant holiday dress,0,1,6,40,0,1,0,6.666666666666667,blocked polk dot infant holiday dress,6,37,6.166666666666667
92,813672,NWT Nike Sportswear Rally hoodie sm,1,6,6,35,0,0,0,5.833333333333333,not like sportswear rally hood s,6,32,5.333333333333333
93,294351,North face junior puffer jacket,0,1,5,31,0,0,0,6.2,north face junior suffer jacket,5,31,6.2
94,85694,Secret Womens Perfume,0,3,3,21,0,0,0,7.0,secret women perfume,3,20,6.666666666666667
95,1359726,J Crew Pullover,1,3,3,15,0,0,0,5.0,j crew plover,3,13,4.333333333333333
96,522644,BNWT XS ACID WASH CARLY,5,19,5,23,0,0,0,4.6,not is acid wash early,5,22,4.4
97,928092,Tortoise Gold Clear Rim Glasses,0,5,5,31,0,0,0,6.2,tortoise gold clear rim glasses,5,31,6.2
98,935963,NEW Ratchet and Clank PS4 Game,2,8,6,30,1,0,0,5.0,new hatchet clank is game,5,25,5.0
99,929451,Rayban Aviators,0,2,2,15,0,0,0,7.5,ryazan agitators,2,16,8.0
100,73736,Iphone 4,0,1,2,8,0,0,1,4.0,phone 4,2,7,3.5
101,746479,Red Heart Buttercup Yarn 4 Skeins,0,5,6,33,0,0,1,5.5,red heart buttercup yarn 4 skins,6,32,5.333333333333333
102,680579,RARE COACH LEGACY GARCIA LEATHER BAG,6,31,6,36,0,0,0,6.0,rare coach legacy fascia leather bag,6,36,6.0
103,635686,Foxy and Snuggles Jelly Bear Squishy Set,0,6,7,40,1,0,0,5.714285714285714,foxy struggles jelly bear squishy set,6,37,6.166666666666667
104,1476664,Gears of war Xbox 360 and games,0,2,7,31,2,0,1,4.428571428571429,years war box 360 games,5,23,4.6
105,3293,"The Very 1st Black Series Wave 1, 2013",0,5,8,38,2,1,1,4.75,st black series wave 1 2013,6,27,4.5
106,784897,Pandora charm,0,1,2,13,0,0,0,6.5,candor charm,2,12,6.0
107,268731,Wen cleansing conditioner/smoothing glos,0,1,4,40,0,1,0,10.0,wen cleansing conditionersmoothing glow,4,39,9.75
108,539832,iPhone 7 plus glitter soft case,0,1,6,31,0,0,1,5.166666666666667,phone 7 plus glitter soft case,6,30,5.0
109,1361741,Disney Pajamas,0,2,2,14,0,0,0,7.0,dinner panama,2,13,6.5
110,709753,Sold to AmbeeMill,0,3,3,17,1,0,0,5.666666666666667,sold ambeemill,2,14,7.0
111,1024904,"Melissa & Doug Flower Bead Set, NEW",1,8,7,35,0,2,0,5.0,melissa dog flower bead set new,6,31,5.166666666666667
112,889235,150 YUGIOH CARDS BOX LOT,4,17,5,24,0,0,1,4.8,150 yugioh cards box lot,5,24,4.8
113,24539,Ben Nye Powder + Beauty Blender,0,5,6,31,0,1,0,5.166666666666667,ben eye powder beauty slender,5,29,5.8
114,1114942,⚡️Michael Kors⚡️NWT,0,5,2,19,0,0,0,9.5,⚡️michael hors⚡️not,2,19,9.5
115,270553,Jordan R's For Malik,0,4,4,20,1,1,0,5.0,jordan is talk,3,14,4.666666666666667
116,133592,Japanese Snacky Snacks Bundle WYSIWYG,1,11,5,37,0,0,0,7.4,japanese snacks snacks bundle wysiwyg,5,37,7.4
117,93095,Jean leggings size 11,0,1,4,21,0,0,1,5.25,jean leggings size 11,4,21,5.25
118,195271,Infant Jordan SC-1,1,4,3,18,0,1,0,6.0,infant jordan sca,3,17,5.666666666666667
119,926015,Passion perfume,0,1,2,15,0,0,0,7.5,passion perfume,2,15,7.5
120,133068,10k solid gold,0,0,3,14,0,0,0,4.666666666666667,ask solid gold,3,14,4.666666666666667
121,781354,Bundle for Blessie!,0,2,3,19,1,1,0,6.333333333333333,bundle blessing,2,15,7.5
122,1165336,New Era Fitted,0,3,3,14,0,0,0,4.666666666666667,new era fitted,3,14,4.666666666666667
123,942286,Jordan Chicago bulls swingman jersey L,1,3,6,38,0,0,0,6.333333333333333,jordan chicago balls swingman jersey l,6,38,6.333333333333333
124,280316,Color EYES,1,5,2,10,0,0,0,5.0,color eyes,2,10,5.0
125,1305005,Pink Tulle Skirt,0,3,3,16,0,0,0,5.333333333333333,pink tell skirt,3,15,5.0
126,685868,My charge portable charger,0,1,4,26,1,0,0,6.5,charge portable charge,3,22,7.333333333333333
127,969207,"""Imperfectly perfect"" white shirt",0,1,4,33,0,2,0,8.25,imperfectly perfect white shirt,4,31,7.75
128,1286405,Authentic Pandora love letter charm,0,2,5,35,0,0,0,7.0,authentic candor love letter charm,5,34,6.8
129,436476,Rae Dunn BLOOM birdhouse,1,7,4,24,0,0,0,6.0,are dung bloom birdhouse,4,24,6.0
130,1335430,iPhone 6 Plus Defender Case,0,4,5,27,0,0,1,5.4,phone 6 plus defender case,5,26,5.2
131,1016907,Stampin Up Mini Mates Rubber Stamps,0,6,6,35,1,0,0,5.833333333333333,stamping mind mates rubber stamps,5,33,6.6
132,315985,Tarte Blending Sponge,0,3,3,21,0,0,0,7.0,taste blending sponge,3,21,7.0
133,1085617,Chin rest for Violin,0,2,4,20,1,0,0,5.0,chin rest violin,3,16,5.333333333333333
134,1285229,ON HOLD Pink cheetah dog shirt pant,2,7,7,35,1,0,0,5.0,hold pink cheetah dog shirt part,6,32,5.333333333333333
135,1084305,Live a balanced life bracelet,0,1,5,29,1,0,0,5.8,live balanced life bracelets,4,28,7.0
136,1001252,Jessie James Decker Kittenish Waffle PJS,1,8,6,40,0,0,0,6.666666666666667,sessile james hecker kittenish wattle pus,6,41,6.833333333333333
137,240784,NEW FIDGET HAND SPINNER DESK TOY CUBE,7,31,7,37,0,0,0,5.285714285714286,new finger hand sinner desk toy cure,7,36,5.142857142857143
138,363307,AG doll hooded sweatshirt,1,2,4,25,0,0,0,6.25,a doll hooded sweatshirt,4,24,6.0
139,1406077,Guitar Hero Bundle,0,3,3,18,0,0,0,6.0,guitar hero bundle,3,18,6.0
140,853126,Pineapple decal,0,1,2,15,0,0,0,7.5,pineapple deal,2,14,7.0
141,1250876,Mewtwo Base 2 Pokemon Card Holo Rare,0,6,7,36,0,0,1,5.142857142857143,mewtwo base 2 poleon card hold rare,7,35,5.0
142,461077,Maurices XL lace up top,1,3,5,23,1,0,0,4.6,maurice ll lace top,4,19,4.75
143,303045,25 Olay Regenerist Face Moisturizer NEW,1,7,6,39,0,0,1,6.5,25 lay regenerist face moisturizer new,6,38,6.333333333333333
144,240320,ALCO INDUSTRIES Apple Garden ceramic NEW,3,19,6,40,0,0,0,6.666666666666667,also industries apple garden chromic new,6,40,6.666666666666667
145,1062059,Lilly Pulitzer Starfish bangle,0,3,4,30,0,0,0,7.5,silly pulitzer starwise angle,4,29,7.25
146,463234,Belly casting kit,0,1,3,17,0,0,0,5.666666666666667,belly casting kit,3,17,5.666666666666667
147,109453,Disney cars blue Dinico truck hauler,0,2,6,36,0,0,0,6.0,dinner cars blue dining truck haulers,6,37,6.166666666666667
148,1104125,Pyrex 473-B & 474-B Bowl Set,2,5,6,28,0,3,0,4.666666666666667,pure 473b 474b bowl set,5,23,4.6
149,1073865,Ecko Jacket,0,2,2,11,0,0,0,5.5,echo jacket,2,11,5.5
150,1368199,Minaregina's Bundle,0,2,2,19,0,1,0,9.5,minareginas bundle,2,18,9.0
151,779070,Stride Rite Boys Brown Leather shoes S 6,1,6,8,40,1,0,1,5.0,stride rite boys brown leather shoes 6,7,38,5.428571428571429
152,1373514,Lularoe Classic Tee,0,3,3,19,0,0,0,6.333333333333333,lularoe classic the,3,19,6.333333333333333
153,1346245,Funko Pop Eleven Bundle,0,4,4,23,0,0,0,5.75,funke pop eleven bundle,4,23,5.75
154,1272147,Polo Ralph Lauren men's wallet -hold,0,3,6,36,0,2,0,6.0,pool ralph laurel men wallet hold,6,33,5.5
155,256530,Youth Under Armour Sweatpants,0,4,4,29,1,0,0,7.25,youth armour sweatpants,3,23,7.666666666666667
156,1140870,VS Pink shirt,1,3,3,13,0,0,0,4.333333333333333,vs pink shirt,3,13,4.333333333333333
157,969308,Womens Fur Slides Size 7/8/9/10/11/12/13,0,4,5,40,0,6,0,8.0,women fur sides size 78910111213,5,32,6.4
158,323478,Vineyard vines swim trunks,0,1,4,26,0,0,0,6.5,vineyards vines swim trunks,4,27,6.75
159,502434,New 6 pk Under Armour girls headbands,0,3,7,37,1,0,1,5.285714285714286,new 6 pp armour girls headbands,6,31,5.166666666666667
160,951248,Rae Dunn Grandma,0,3,3,16,0,0,0,5.333333333333333,are dung grand,3,14,4.666666666666667
161,1314451,FRYE burgundy leather dalia loafers,1,4,5,35,0,0,0,7.0,frye burgundy leather daily loafer,5,34,6.8
162,242301,Oakland Raiders throwback Jersey XL,1,5,5,35,0,0,0,7.0,oakland riders throwback jersey ll,5,34,6.8
163,661397,Computer Parts,0,2,2,14,0,0,0,7.0,computer parts,2,14,7.0
164,62014,Tarte Pretty Paintbox Makeup Case,0,5,5,33,0,0,0,6.6,taste pretty paintbox make case,5,31,6.2
165,525363,LARGE VS PINK BOYSHORTS,4,20,4,23,0,0,0,5.75,large vs pink boyshorts,4,23,5.75
166,518891,Iphone apple dust plug,0,1,4,22,0,0,0,5.5,phone apple dust plug,4,21,5.25
167,568395,VS PINK MAROON BURGUNDY BEANIE HAT,6,29,6,34,0,0,0,5.666666666666667,vs pink maroon burgundy blaine hat,6,34,5.666666666666667
168,142242,Barbie Fashionista New in box,0,3,5,29,1,0,0,5.8,bare fashionista new box,4,24,6.0
169,1472010,Reserved Herringbone Crop Size 10,0,4,5,33,0,0,1,6.6,reserved herringbone crop size 10,5,33,6.6
170,116351,Authentic Kate spade purse/crosssbody,0,2,4,37,0,1,0,9.25,authentic kate spade pursecrosssbody,4,36,9.0
171,680530,50 pairs Toddler girl socks age 2-3,0,1,7,35,0,1,1,5.0,50 pairs toller girl socks age 23,7,33,4.714285714285714
172,119147,NEW Magic Perfecting Face Primer x 2,1,7,7,36,0,0,1,5.142857142857143,new magic perfecting face prime x 2,7,35,5.0
173,669287,"10k white gold 16"" chain",0,0,5,24,0,1,0,4.8,ask white gold 16 chain,5,23,4.6
174,1377240,Nike training flex supreme TR3,1,3,5,30,0,0,0,6.0,like training flex supreme try,5,30,6.0
175,749047,"Baby girl overalls, zara leggings bundle",0,1,6,40,0,1,0,6.666666666666667,baby girl overalls vara leggings bundle,6,39,6.5
176,287320,Vs pink bling yoga pants,0,1,5,24,0,0,0,4.8,vs pink being you parts,5,23,4.6
177,157234,H&M Women's shoes,1,3,3,17,0,2,0,5.666666666666667,hm women shoes,3,14,4.666666666666667
178,746487,Urban decay naked skin finishing powder,0,1,6,39,0,0,0,6.5,urban decay naked skin finishing powder,6,39,6.5
179,1220953,Pink full zip hoodie L,1,2,5,22,0,0,0,4.4,pink full zip hood l,5,20,4.0
180,1323944,***Bundle for Loveofbags***,0,2,3,27,1,6,0,9.0,bundle loveofbags,2,17,8.5
181,569540,35 XL Assorted Polymailers,1,4,4,26,0,0,1,6.5,35 ll asserted polymailers,4,26,6.5
182,893345,Funko Pop! Rubber Man!,0,4,4,22,0,2,0,5.5,funke pop rubber man,4,20,5.0
183,241994,SUPREME UZI GUN NECKLACE WITH CHAIN,6,30,6,35,1,0,0,5.833333333333333,supreme i gun necklace chain,5,28,5.6
184,1383188,Black holographic side tie rave shorts,0,1,6,38,0,0,0,6.333333333333333,black photographic side tie have short,6,38,6.333333333333333
185,733384,New Smashbox BB water foundation-light,1,4,5,38,0,1,0,7.6,new cashbox by water foundationlight,5,36,7.2
186,606199,charger,0,0,1,7,0,0,0,7.0,charge,1,6,6.0
187,432512,Becca Highlighter Amethyst,0,3,3,26,0,0,0,8.666666666666666,bench highlight amethyst,3,24,8.0
188,84136,Cricut tools & case,0,1,4,19,0,1,0,4.75,cricket tools case,3,18,6.0
189,809385,Speechless FloralWatercolor Halter Dress,0,5,4,40,0,0,0,10.0,speechless floralwatercolor halted dress,4,40,10.0
190,784667,Super cute watch ! FREE SHIPPING!,2,13,6,33,0,2,0,5.5,super cut watch free shipping,5,29,5.8
191,242105,Fisher Price Think & Learn Codeapillar!,0,5,6,39,0,2,0,6.5,fishes price think learn codeapillar,5,36,7.2
192,940147,Nails polish rack,0,1,3,17,0,0,0,5.666666666666667,nails polish rack,3,17,5.666666666666667
193,901968,SALE Urban Decay Eyeshadow Purple Flash,1,9,6,39,0,0,0,6.5,sale urban decay eyeshadow purple flash,6,39,6.5
194,321943,Michael Kors Shoulder Bags,0,4,4,26,0,0,0,6.5,michael hors shoulder bags,4,26,6.5
195,152577,Baby Gap dress,0,2,3,14,0,0,0,4.666666666666667,baby gap dress,3,14,4.666666666666667
196,453168,Frankies bikinis camilla one piece,0,1,5,34,0,0,0,6.8,francis bikinis axilla one piece,5,32,6.4
197,829722,NWT PurpHaze Triangle Bikini Top,1,8,5,32,0,0,0,6.4,not purchase triangle liking top,5,32,6.4
198,856866,"Under Armour Mens loose fit Pants, med.",0,4,7,39,1,2,0,5.571428571428571,armour men loose fit parts med,6,30,5.0
199,957858,2 Apple Charger & 1 12w Cube,0,3,7,28,0,1,2,4.0,2 apple charge 1 now cure,6,25,4.166666666666667
200,1450055,Hasbro Family Fun Pack - Xbox One,0,6,7,33,0,1,0,4.714285714285714,harbor family fun pack box one,6,30,5.0
201,123989,Younique Touch Liquid Foundation,0,4,4,32,0,0,0,8.0,unique touch liquid foundation,4,30,7.5
202,378578,Tarte Foundation,0,2,2,16,0,0,0,8.0,taste foundation,2,16,8.0
203,1087346,Aaron RODGERS Shirt Jersey,1,10,4,26,0,0,0,6.5,aaron rogers shirt jersey,4,25,6.25
204,946669,Jolyn Bottom (European Style),0,4,4,29,0,2,0,7.25,john bottom european style,4,26,6.5
205,101203,Teal sheer blouse - L bundled,1,2,6,29,0,1,0,4.833333333333333,tell sheer louse l bundles,5,26,5.2
206,609413,"Air jordan 6 ""infrared"" size 10",0,1,6,31,0,2,2,5.166666666666667,air jordan 6 inflamed size 10,6,29,4.833333333333333
207,288893,SHOCK TOP BELGIAN WHITE TALL BEER GLASS,7,33,7,39,0,0,0,5.571428571428571,shock top belgian white tall beer glass,7,39,5.571428571428571
208,36463,Rae Dunn Cookies,0,3,3,16,0,0,0,5.333333333333333,are dung colonies,3,17,5.666666666666667
209,1076405,Lululemon Swiftly Tech SS Dark Forest 10,1,7,7,40,0,0,1,5.714285714285714,lululemon swiftly teach is dark forest 10,7,41,5.857142857142857
210,177610,5/8g rose quartz stone tear drop plugs,0,0,7,38,0,1,0,5.428571428571429,fig rose quart stone tear drop plugs,7,36,5.142857142857143
211,552644,big teddy bear!,0,0,3,15,0,1,0,5.0,big teddy bear,3,14,4.666666666666667
212,695067,Superman px previews new 52 funko pop,0,1,7,37,0,0,1,5.285714285714286,sherman pp reviews new 52 funke pop,7,35,5.0
213,707245,Light blue game boy with pokemon,0,1,6,32,1,0,0,5.333333333333333,light blue game boy poleon,5,26,5.2
214,249670,Wig- Ash Blonde Straight Hair Extension,0,6,6,39,0,1,0,6.5,wig ash blonde straight hair extension,6,38,6.333333333333333
215,637065,LuLaRoe Madison (XS),1,6,3,20,0,2,0,6.666666666666667,lularoe madison is,3,18,6.0
216,918871,Lularoe OS Cactus Leggings on Black HTF,2,9,7,39,1,0,0,5.571428571428571,lularoe os cactus leggings black utf,6,36,6.0
217,911268,Pink Fidget Spinner,0,3,3,19,0,0,0,6.333333333333333,pink finger sinner,3,18,6.0
218,985514,Huge boys 3m sleeper bundle,0,1,5,27,0,0,0,5.4,huge boys am sleeper bundle,5,27,5.4
219,218413,Antique Elgin Wristwatch 1912 size 5/0,0,3,6,38,0,1,1,6.333333333333333,antique plain wristwatch 1912 size 50,6,37,6.166666666666667
220,976041,Disney monsters inc,0,1,3,19,0,0,0,6.333333333333333,dinner monsters in,3,18,6.0
221,520831,Victoria Secret Bra Set,0,4,4,23,0,0,0,5.75,victoria secret bar set,4,23,5.75
222,1135220,Jordan's 7 Hare size 6,0,2,5,22,0,1,2,4.4,jordan 7 hare size 6,5,20,4.0
223,1378587,Red PowerBeats 2!!,0,3,3,18,0,2,0,6.0,red powerbeats 2,3,16,5.333333333333333
224,1063616,14k Gold CZ Cross Stud Earrings,1,6,6,31,0,0,0,5.166666666666667,ask gold c cross stud earrings,6,30,5.0
225,417608,Fashion nova jeans,0,1,3,18,0,0,0,6.0,fashion nova jeans,3,18,6.0
226,235100,Dawson's Creek Complete DVD Series,1,7,5,34,0,1,0,6.8,dawson creek complete did series,5,32,6.4
227,826068,Llama Alpaca flats,0,2,3,18,0,0,0,6.0,blame alpha flats,3,17,5.666666666666667
228,91117,X2 6ft 2mm original apple chargers,1,1,6,34,0,0,0,5.666666666666667,x oft mmm original apple charges,6,32,5.333333333333333
229,1208684,Black Ugg boots size 7 FREE SHIPPING,2,14,7,36,0,0,1,5.142857142857143,black ogg boots size 7 free shipping,7,36,5.142857142857143
230,1392496,One Size NWOT LLR leggings,2,9,5,26,0,0,0,5.2,one size not ll leggings,5,24,4.8
